County,State,Outbreak Date,Flock Type,Species Name,Birds Affected,Flock Size
Charles Mix,South Dakota,12/17/2024,Commercial Turkey Meat Bird,Turkey,"74,800",74800
York,Maine,3/19/2022,WOAH Non-Poultry,Chicken,70,70
Meeker,Minnesota,10/31/2023,Commercial Turkey Meat Bird,Turkey,"32,100",32100
Lebanon,Pennsylvania,2/6/2025,Commercial Table Egg Layer,Chicken,"86,000",86000
Berkshire,Massachusetts,3/29/2022,WOAH Non-Poultry,Duck,260,260
Washington,New York,3/21/2023,WOAH Non-Poultry,Chicken,50,50
Sac,Iowa,12/7/2022,Commercial Turkey Meat Bird,Turkey,"40,000",40000
Stanislaus,California,12/19/2024,Commercial Table Egg Layer,Chicken,"295,800",295800
Mcintosh,North Dakota,12/29/2023,WOAH Non-Poultry,Chicken,110,110
Stearns,Minnesota,11/16/2023,Commercial Turkey Meat Bird,Turkey,"43,100",43100
Stearns,Minnesota,9/20/2022,Commercial Turkey Meat Bird,Turkey,"64,600",64600
Lincoln,Idaho,9/27/2024,WOAH Poultry,Turkey,700,700
La Plata,Colorado,10/14/2022,WOAH Non-Poultry,Chicken,40,40
Ada,Idaho,5/19/2022,WOAH Poultry,Chicken,70,70
Fresno,California,11/14/2024,Commercial Turkey Meat Bird,Turkey,"17,700",17700
Charles Mix,South Dakota,12/5/2022,Commercial Turkey Meat Bird,Turkey,"34,100",34100
Canyon,Idaho,5/18/2022,WOAH Poultry,Poultry,160,160
Blue Earth,Minnesota,10/18/2023,Commercial Turkey Meat Bird,Turkey,"11,500",11500
Franklin,Ohio,2/21/2024,WOAH Non-Poultry,Chicken,10,10
Gentry,Missouri,3/26/2022,WOAH Non-Poultry,Poultry,140,140
Pine,Minnesota,10/25/2023,WOAH Non-Poultry,Chicken,30,30
York,Maine,1/10/2024,WOAH Non-Poultry,Chicken,60,60
Darke,Ohio,1/23/2025,Commercial Table Egg Pullets,Chicken,"349,200",349200
Hillsborough,Florida,11/16/2022,WOAH Non-Poultry,Chicken,100,100
Kings,New York,7/28/2023,Live Bird Market,Chicken,490,490
Granite,Montana,11/1/2022,WOAH Poultry,Poultry,40,40
Missoula,Montana,4/26/2022,WOAH Non-Poultry,Poultry,70,70
Stanislaus,California,1/2/2025,Commercial Table Egg Layer,Chicken,"75,200",75200
Pipestone,Minnesota,6/18/2024,Commercial Turkey Meat Bird,Turkey,"70,800",70800
Big Stone,Minnesota,11/21/2023,Commercial Turkey Meat Bird,Turkey,"78,500",78500
Pope,Arkansas,12/12/2024,WOAH Non-Poultry,Chicken,40,40
Portage,Ohio,10/3/2022,WOAH Non-Poultry,Chicken,50,50
Fremont,Wyoming,4/1/2022,WOAH Non-Poultry,Chicken,50,50
Linn,Oregon,11/16/2023,Commercial Broiler Production,Chicken,"630,700",630700
Edmunds,South Dakota,11/20/2023,Commercial Turkey Breeder Replacement Hens,Turkey,"30,100",30100
York,Nebraska,10/18/2022,Commercial Upland Gamebird Producer,Pheasant,"34,900",34900
Rockingham,Virginia,1/19/2023,Commercial Turkey Meat Bird,Turkey,"25,300",25300
Benton,Washington,2/14/2023,WOAH Non-Poultry,Chicken,60,60
Josephine,Oregon,1/4/2023,WOAH Non-Poultry,Chicken,30,30
Sanilac,Michigan,12/30/2022,WOAH Non-Poultry,Duck,30,30
Dickey,North Dakota,3/31/2022,WOAH Poultry,Chicken,30,30
Snohomish,Washington,11/8/2022,WOAH Non-Poultry,Duck,150,150
Cowlitz,Washington,8/26/2022,WOAH Non-Poultry,Poultry,20,20
Okanogan,Washington,11/1/2024,WOAH Non-Poultry,Multiple Poultry Species,20,20
Harrison,Missouri,12/6/2022,WOAH Non-Poultry,Chicken,30,30
Perry,Missouri,1/8/2025,WOAH Non-Poultry,Chicken,20,20
Newton,Missouri,1/14/2025,Commercial Table Egg Layer,Chicken,"1,585,100",1585100
Bottineau,North Dakota,12/2/2024,WOAH Poultry,Chicken,30,30
Matanuska Susitna,Alaska,11/25/2022,WOAH Non-Poultry,Chicken,40,40
Lancaster,Pennsylvania,3/16/2023,WOAH Poultry,Duck,"2,400",2400
Knox,Maine,3/29/2022,WOAH Non-Poultry,Chicken,40,40
Hamilton,Iowa,3/28/2022,Commercial Turkey Meat Bird,Turkey,"25,800",25800
La Plata,Colorado,12/10/2024,WOAH Non-Poultry,Chicken,20,20
Meeker,Minnesota,8/30/2022,Commercial Turkey Meat Bird,Turkey,"126,400",126400
Ida,Iowa,12/12/2022,Commercial Turkey Meat Bird,Turkey,"90,000",90000
Stearns,Minnesota,4/25/2022,Commercial Turkey Meat Bird,Turkey,"14,600",14600
Campbell,Wyoming,5/20/2022,WOAH Non-Poultry,Chicken,30,30
Edmunds,South Dakota,4/8/2022,Commercial Turkey Meat Bird,Turkey,"36,400",36400
Virginia Beach City,Virginia,10/20/2022,WOAH Non-Poultry,Chicken,10,10
Belknap,New Hampshire,1/23/2023,WOAH Non-Poultry,Chicken,40,40
Golden Valley,North Dakota,10/13/2023,WOAH Non-Poultry,Chicken,90,90
Canyon,Idaho,1/3/2025,WOAH Non-Poultry,Poultry,20,20
Denton,Texas,12/6/2022,WOAH Non-Poultry,Chicken,40,40
Sanpete,Utah,9/29/2022,Commercial Turkey Meat Bird,Turkey,"19,900",19900
Monterey,California,10/4/2022,Commercial Duck Breeder,Duck,"15,100",15100
Dickey,North Dakota,11/29/2023,WOAH Poultry,Chicken,130,130
Branch,Michigan,4/30/2022,WOAH Non-Poultry,Chicken,20,20
Fresno,California,11/19/2024,Commercial Broiler Production,Chicken,"172,800",172800
Deschutes,Oregon,11/14/2023,WOAH Non-Poultry,Multiple Poultry Species,30,30
Ashland,Ohio,9/3/2022,WOAH Non-Poultry,Pheasant,640,640
Clatsop,Oregon,12/14/2023,WOAH Non-Poultry,Chicken,30,30
Sheridan,Wyoming,4/5/2022,WOAH Non-Poultry,Chicken,50,50
Merced,California,11/29/2024,Commercial Turkey Meat Bird,Turkey,"25,200",25200
Sarpy,Nebraska,12/16/2024,WOAH Non-Poultry,Chicken,30,30
Missoula,Montana,12/28/2023,WOAH Non-Poultry,Chicken,6,6
Chickasaw,Iowa,3/15/2023,WOAH Non-Poultry,Chicken,50,50
Moffat,Colorado,4/17/2023,WOAH Non-Poultry,Chicken,80,80
Honolulu,Hawaii,11/15/2024,WOAH Non-Poultry,Duck,70,70
Honolulu,Hawaii,11/18/2024,WOAH Non-Poultry,Duck,9,9
Arapahoe,Colorado,3/24/2023,WOAH Non-Poultry,Chicken,10,10
Mercer,Ohio,1/30/2025,Commercial Table Egg Layer,Chicken,"437,100",437100
Morrison,Minnesota,4/19/2022,Commercial Turkey Meat Bird,Turkey,"47,700",47700
Rockingham,New Hampshire,3/16/2022,WOAH Non-Poultry,Chicken,150,150
Cherokee,Iowa,12/12/2022,Commercial Turkey Meat Bird,Turkey,"50,000",50000
Butte,California,12/31/2024,WOAH Non-Poultry,Chicken,70,70
Beadle,South Dakota,5/3/2022,Commercial Turkey Meat Bird,Poultry,"56,200",56200
Kent,Delaware,9/24/2022,WOAH Non-Poultry,Poultry,10,10
Mercer,Ohio,1/14/2025,Commercial Turkey Meat Bird,Turkey,"4,500",4500
Le Sueur,Minnesota,4/9/2022,Commercial Turkey Meat Bird,Turkey,"37,800",37800
Fresno,California,10/30/2024,Commercial Broiler Production,Chicken,"204,600",204600
Cass,North Dakota,9/1/2022,WOAH Non-Poultry,Poultry,6,6
Butler,Nebraska,3/24/2022,Commercial Broiler Production,Chicken,"418,500",418500
Del Norte,California,10/4/2022,WOAH Poultry,Chicken,"43,000",43000
St. Lucie,Florida,10/18/2022,WOAH Non-Poultry,Duck,6,6
Grant,Minnesota,5/12/2022,WOAH Non-Poultry,Chicken,310,310
Wayne,Illinois,2/24/2023,Commercial Turkey Meat Bird,Turkey,"18,200",18200
Adams,Pennsylvania,10/17/2022,Commercial Turkey Meat Bird,Turkey,"15,100",15100
Sanpete,Utah,9/21/2022,Commercial Turkey Meat Bird,Turkey,"11,100",11100
Washington,Maine,11/21/2022,WOAH Non-Poultry,Chicken,90,90
Yamhill,Oregon,11/3/2022,WOAH Poultry,Chicken,150,150
Otter Tail,Minnesota,4/22/2022,Commercial Turkey Meat Bird,Turkey,"27,300",27300
Becker,Minnesota,11/29/2023,Commercial Turkey Breeder Hens,Turkey,"23,200",23200
Calcasieu,Louisiana,2/7/2025,WOAH Non-Poultry,Chicken,10,10
Canyon,Idaho,1/9/2025,WOAH Non-Poultry,Chicken,50,50
Lyon,Minnesota,6/12/2024,Commercial Turkey Meat Bird,Turkey,"89,500",89500
Matanuska Susitna,Alaska,10/28/2023,WOAH Non-Poultry,Chicken,50,50
Berks,Pennsylvania,5/3/2022,Commercial Duck Breeder,Duck,"29,600",29600
Otter Tail,Minnesota,4/19/2022,Commercial Turkey Meat Bird,Turkey,"29,700",29700
Cass,Missouri,12/24/2024,WOAH Non-Poultry,Chicken,60,60
San Joaquin,California,2/17/2023,WOAH Non-Poultry,Multiple Poultry Species,160,160
Harvey,Kansas,2/4/2025,WOAH Non-Poultry,Chicken,50,50
Mendocino,California,12/19/2022,WOAH Non-Poultry,Chicken,20,20
King,Washington,5/24/2022,WOAH Non-Poultry,Chicken,180,180
Canyon,Idaho,5/19/2022,WOAH Non-Poultry,Chicken,10,10
Stanislaus,California,12/4/2024,Commercial Turkey Meat Bird,Turkey,"57,700",57700
Lemhi,Idaho,12/17/2024,WOAH Non-Poultry,Poultry,150,150
Hendry,Florida,7/24/2024,WOAH Non-Poultry,Chicken,5,5
Sampson,North Carolina,1/27/2025,Commercial Turkey Breeder Replacement Hens,Turkey,"1,900",1900
Pierce,Washington,6/24/2022,WOAH Non-Poultry,Chicken,50,50
Mclean,Illinois,3/11/2022,WOAH Non-Poultry,Duck,40,40
Macomb,Michigan,4/15/2022,WOAH Non-Poultry,Chicken,40,40
Canyon,Idaho,5/18/2022,WOAH Poultry,Chicken,6,6
Newaygo,Michigan,4/17/2024,Commercial Turkey Meat Bird,Turkey,"67,200",67200
Blue Earth,Minnesota,10/24/2023,Commercial Turkey Meat Bird,Turkey,"11,900",11900
Dickey,North Dakota,11/28/2023,Commercial Turkey Meat Bird,Turkey,"60,300",60300
Swift,Minnesota,4/9/2022,Commercial Turkey Meat Bird,Turkey,"130,900",130900
Carter,Oklahoma,10/16/2023,WOAH Non-Poultry,Poultry,80,80
Newton,Missouri,1/22/2025,Commercial Turkey Meat Bird,Turkey,"23,000",23000
Clackamas,Oregon,11/24/2023,WOAH Non-Poultry,Duck,10,10
Washington,Rhode Island,1/24/2025,WOAH Non-Poultry,Duck,50,50
Dixon,Nebraska,11/25/2022,Commercial Table Egg Layer,Chicken,"1,700,000",1700000
Glacier,Montana,4/20/2022,WOAH Poultry,Poultry,"54,200",54200
Cassia,Idaho,4/25/2024,WOAH Non-Poultry,Poultry,40,40
Morrison,Minnesota,5/21/2024,Commercial Turkey Meat Bird,Turkey,"51,900",51900
Queens,New York,3/22/2023,Live Bird Market,Multiple Poultry Species,140,140
Kent,Delaware,3/17/2022,Commercial Broiler Production,Chicken,"147,800",147800
Madison,Idaho,4/20/2022,WOAH Poultry,Poultry,200,200
San Joaquin,California,11/14/2024,Commercial Broiler Production,Chicken,"29,100",29100
Merced,California,11/22/2024,Commercial Table Egg Pullets,Chicken,"538,600",538600
Essex,Massachusetts,2/6/2024,WOAH Non-Poultry,Chicken,20,20
Butte,California,1/3/2025,Commercial Raised for Release Upland Game Bird,Multiple Poultry Species,"44,700",44700
Bledsoe,Tennessee,11/15/2022,Commercial Broiler Breeder,Chicken,"20,900",20900
Washington,Pennsylvania,9/20/2022,WOAH Poultry,Chicken,"1,800",1800
Merced,California,12/13/2023,Commercial Broiler Production,Chicken,"183,100",183100
Carroll,Illinois,3/31/2022,WOAH Non-Poultry,Chicken,40,40
Bottineau,North Dakota,11/3/2022,WOAH Poultry,Chicken,130,130
Deschutes,Oregon,7/19/2022,WOAH Poultry,Poultry,100,100
Montgomery,Maryland,1/31/2025,WOAH Non-Poultry,Chicken,10,10
Lawrence,Illinois,12/23/2024,Commercial Turkey Meat Bird,Turkey,"40,300",40300
Lancaster,Pennsylvania,4/27/2022,Commercial Broiler Breeder Pullets,Chicken,"18,100",18100
Clark,South Dakota,12/2/2022,WOAH Non-Poultry,Chicken,40,40
Goodhue,Minnesota,9/27/2022,WOAH Non-Poultry,Chicken,80,80
Oakland,Michigan,1/9/2025,WOAH Non-Poultry,Goose,100,100
Mcpherson,South Dakota,10/17/2023,Commercial Turkey Meat Bird,Turkey,"65,000",65000
Lancaster,Pennsylvania,2/8/2023,WOAH Poultry,Chicken,"20,300",20300
Queens,New York,2/4/2025,Live Bird Market,Chicken,"1,100",1100
Becker,Minnesota,5/31/2022,WOAH Non-Poultry,Chicken,40,40
Beadle,South Dakota,12/9/2024,Commercial Turkey Meat Bird,Turkey,"50,600",50600
Hanson,South Dakota,3/18/2022,Commercial Turkey Meat Bird,Turkey,"20,200",20200
Pawnee,Oklahoma,12/6/2022,WOAH Non-Poultry,Duck,30,30
Middlesex,Massachusetts,11/3/2022,WOAH Non-Poultry,Poultry,20,20
Jay,Indiana,1/17/2025,Commercial Turkey Meat Bird,Turkey,"18,800",18800
Cullman,Alabama,12/19/2024,Commercial Broiler Production,Chicken,"116,000",116000
Sedgwick,Kansas,12/20/2024,WOAH Non-Poultry,Chicken,30,30
Buena Vista,Iowa,3/6/2022,Commercial Turkey Meat Bird,Turkey,"49,800",49800
Washington,Maine,3/26/2022,WOAH Non-Poultry,Chicken,20,20
Roseau,Minnesota,9/21/2022,Commercial Turkey Meat Bird,Turkey,"116,000",116000
Chester,Pennsylvania,3/3/2023,WOAH Poultry,Duck,"5,200",5200
Fresno,California,11/12/2024,Commercial Broiler Production,Chicken,"237,700",237700
Worth,Iowa,12/17/2024,Commercial Turkey Meat Bird,Turkey,"19,500",19500
Adair,Oklahoma,12/24/2024,Commercial Turkey Meat Bird,Turkey,"81,400",81400
Rice,Minnesota,4/25/2022,WOAH Non-Poultry,Chicken,90,90
Yakima,Washington,6/22/2022,WOAH Non-Poultry,Poultry,90,90
Miami-dade,Florida,4/15/2024,Live Bird Market,Chicken,90,90
Lawrence,Mississippi,11/4/2022,Commercial Broiler Breeder,Chicken,"34,400",34400
Swift,Minnesota,6/18/2024,Commercial Turkey Meat Bird,Turkey,"113,600",113600
Barron,Wisconsin,5/3/2022,Commercial Turkey Meat Bird,Turkey,"19,300",19300
Merced,California,12/16/2024,Commercial Table Egg Pullets,Chicken,"424,700",424700
Jasper,Missouri,4/1/2022,Commercial Turkey Meat Bird,Turkey,"35,300",35300
Lancaster,Pennsylvania,3/14/2023,WOAH Poultry,Duck,"2,400",2400
Cherokee,Iowa,3/31/2022,Commercial Turkey Meat Bird,Turkey,"88,000",88000
Buena Vista,Iowa,3/24/2022,Commercial Turkey Meat Bird,Turkey,"53,800",53800
Deschutes,Oregon,7/15/2022,WOAH Poultry,Poultry,60,60
Becker,Minnesota,10/17/2023,Commercial Turkey Breeder Toms,Turkey,"2,700",2700
Caroline,Maryland,1/21/2025,Commercial Broiler Production,Chicken,"108,400",108400
Butte,California,12/16/2022,WOAH Non-Poultry,Chicken,20,20
Menominee,Michigan,4/25/2022,WOAH Non-Poultry,Chicken,40,40
Darke,Ohio,1/24/2025,Commercial Turkey Meat Bird,Turkey,"22,300",22300
Linn,Oregon,7/6/2022,WOAH Non-Poultry,Chicken,40,40
Phillips,Kansas,1/13/2025,WOAH Non-Poultry,Chicken,60,60
Morrison,Minnesota,9/7/2022,Commercial Turkey Meat Bird,Turkey,"50,200",50200
Jasper,Missouri,3/8/2022,Commercial Turkey Meat Bird,Turkey,"25,000",25000
Swift,Minnesota,4/19/2022,Commercial Turkey Meat Bird,Turkey,"31,600",31600
Todd,Minnesota,11/23/2022,Commercial Turkey Meat Bird,Turkey,"44,500",44500
Caroline,Virginia,8/29/2022,WOAH Non-Poultry,Goose,110,110
Pemiscot,Missouri,12/27/2024,WOAH Non-Poultry,Chicken,70,70
Edmunds,South Dakota,12/18/2023,Commercial Upland Gamebird Producer,Pheasant,"1,000",1000
Dodge,Minnesota,4/3/2022,Commercial Turkey Meat Bird,Turkey,"20,000",20000
Broward,Florida,1/30/2025,WOAH Non-Poultry,Chicken,70,70
Meeker,Minnesota,11/27/2024,Commercial Turkey Meat Bird,Turkey,"24,700",24700
Brule,South Dakota,3/30/2022,Commercial Turkey Meat Bird,Turkey,"55,100",55100
Northumberland,Pennsylvania,12/27/2023,Commercial Raised for Release Upland Game Bird,Pheasant,"98,300",98300
Muskegon,Michigan,12/27/2023,Commercial Turkey Meat Bird,Turkey,"31,500",31500
Twin Falls,Idaho,9/12/2022,WOAH Non-Poultry,Poultry,40,40
Deschutes,Oregon,7/22/2022,WOAH Non-Poultry,Chicken,120,120
Bonneville,Idaho,4/17/2023,WOAH Non-Poultry,Poultry,40,40
Jones,Iowa,11/14/2023,WOAH Non-Poultry,Multiple Poultry Species,20,20
Livingston,Illinois,12/13/2024,Commercial Turkey Breeder Hens,Turkey,"40,900",40900
Indian River,Florida,10/18/2022,WOAH Non-Poultry,Chicken,300,300
Richland,North Dakota,4/26/2022,WOAH Poultry,Chicken,20,20
Lancaster,Pennsylvania,3/17/2023,WOAH Poultry,Duck,"2,500",2500
Ransom,North Dakota,9/27/2022,Commercial Turkey Meat Bird,Turkey,"69,100",69100
Hale,Texas,3/22/2023,WOAH Non-Poultry,Chicken,20,20
La Plata,Colorado,10/26/2022,WOAH Non-Poultry,Chicken,20,20
Piute,Utah,11/12/2024,Commercial Turkey Meat Bird,Turkey,"37,500",37500
Dorchester,Maryland,1/22/2025,Commercial Broiler Production,Chicken,"143,900",143900
Venango,Pennsylvania,10/30/2024,WOAH Non-Poultry,Chicken,20,20
Jefferson,Washington,7/6/2022,WOAH Non-Poultry,Chicken,20,20
Franklin,Washington,10/15/2024,Commercial Table Egg Layer,Chicken,"839,700",839700
Wright,Iowa,11/6/2022,Commercial Table Egg Layer,Chicken,"1,022,800",1022800
Sherburne,Minnesota,1/10/2024,WOAH Non-Poultry,Poultry,10,10
Lincoln,Maine,3/30/2022,WOAH Non-Poultry,Chicken,3,3
Morrison,Minnesota,4/5/2022,Commercial Turkey Meat Bird,Turkey,"26,200",26200
Broward,Florida,10/11/2022,WOAH Non-Poultry,Chicken,40,40
Turner,South Dakota,11/25/2022,WOAH Non-Poultry,Poultry,210,210
Lehigh,Pennsylvania,11/4/2022,Commercial Turkey Meat Bird,Turkey,"14,500",14500
Nance,Nebraska,1/30/2025,WOAH Non-Poultry,Multiple Poultry Species,70,70
Union,Oregon,11/27/2024,WOAH Non-Poultry,Chicken,30,30
Larimer,Colorado,12/6/2022,WOAH Non-Poultry,Poultry,2,2
Beadle,South Dakota,3/22/2022,Commercial Turkey Meat Bird,Turkey,"29,400",29400
Faulk,South Dakota,11/27/2024,Commercial Turkey Meat Bird,Turkey,"56,000",56000
Waseca,Minnesota,4/5/2022,Commercial Turkey Meat Bird,Turkey,"25,500",25500
Flathead,Montana,11/1/2024,WOAH Non-Poultry,Chicken,40,40
Lancaster,Pennsylvania,3/16/2023,WOAH Poultry,Duck,"1,600",1600
Grant,South Dakota,10/25/2022,WOAH Non-Poultry,Chicken,50,50
Brown,Minnesota,11/27/2023,Commercial Turkey Breeder Hens,Turkey,"7,800",7800
Sonoma,California,11/27/2023,Commercial Duck Breeder,Duck,"205,500",205500
Woodbury,Iowa,11/29/2023,WOAH Non-Poultry,Poultry,10,10
Sonoma,California,1/3/2024,Commercial Broiler Production,Chicken,"77,900",77900
Madera,California,11/21/2024,WOAH Non-Poultry,Chicken,0,
Lake,South Dakota,4/2/2022,Commercial Turkey Meat Bird,Turkey,"59,000",59000
Sanpete,Utah,10/6/2023,Commercial Turkey Meat Bird,Turkey,"7,600",7600
Cascade,Montana,1/10/2023,WOAH Non-Poultry,Chicken,10,10
Stevens,Minnesota,2/27/2024,WOAH Non-Poultry,Chicken,20,20
Indian River,Florida,10/20/2022,WOAH Non-Poultry,Chicken,60,60
Audrain,Missouri,12/28/2023,WOAH Poultry,Chicken,330,330
Beadle,South Dakota,11/27/2024,Commercial Turkey Meat Bird,Turkey,"41,100",41100
Morgan,Colorado,6/27/2024,WOAH Non-Poultry,Chicken,40,40
Sanpete,Utah,7/19/2022,Commercial Turkey Meat Bird,Turkey,"23,300",23300
Beadle,South Dakota,11/22/2022,Commercial Turkey Meat Bird,Turkey,"29,200",29200
El Dorado,California,9/9/2022,WOAH Non-Poultry,Chicken,150,150
Lincoln,Maine,3/17/2022,WOAH Non-Poultry,Chicken,30,30
San Francisco,California,5/9/2024,Live Bird Market,Chicken,700,700
Oakland,Michigan,5/6/2022,WOAH Non-Poultry,Chicken,50,50
Merced,California,1/3/2024,Commercial Broiler Production,Chicken,"534,800",534800
Kane,Illinois,5/3/2022,WOAH Non-Poultry,Chicken,50,50
Weld,Colorado,6/7/2022,Commercial Table Egg Layer,Chicken,"1,936,800",1936800
Hutchinson,South Dakota,3/27/2022,Commercial Turkey Meat Bird,Turkey,"39,200",39200
Douglas,Nevada,3/3/2023,WOAH Non-Poultry,Chicken,20,20
Tuolumne,California,8/26/2022,Commercial Turkey Meat Bird,Turkey,"161,700",161700
Gregory,South Dakota,10/11/2022,Commercial Upland Gamebird Producer,Pheasant,200,200
Hampton City,Virginia,10/6/2022,WOAH Non-Poultry,Poultry,40,40
Mitchell,Kansas,1/10/2024,Commercial Upland Gamebird Producer,Pheasant,"3,700",3700
Lake,South Dakota,12/12/2023,Commercial Turkey Meat Bird,Turkey,"76,000",76000
Shawnee,Kansas,12/5/2023,WOAH Non-Poultry,Chicken,70,70
Kings,New York,2/5/2025,Live Bird Market,Chicken,0,0
Pope,Minnesota,10/7/2022,WOAH Non-Poultry,Chicken,30,30
Stutsman,North Dakota,4/19/2022,WOAH Poultry,Poultry,20,20
Marathon,Wisconsin,11/3/2022,WOAH Non-Poultry,Poultry,30,30
Mchenry,North Dakota,6/6/2022,WOAH Poultry,Poultry,30,30
Meeker,Minnesota,8/30/2022,Commercial Turkey Meat Bird,Turkey,"52,000",52000
Cumberland,Maine,6/29/2022,WOAH Non-Poultry,Duck,20,20
Ellis,Texas,11/14/2023,WOAH Non-Poultry,Duck,50,50
Jerauld,South Dakota,10/4/2023,Commercial Turkey Meat Bird,Turkey,"47,300",47300
Gem,Idaho,12/20/2022,WOAH Non-Poultry,Ratites,80,80
Piute,Utah,11/21/2024,Commercial Turkey Meat Bird,Turkey,"35,500",35500
Dubois,Indiana,2/16/2022,Commercial Turkey Meat Bird,Turkey,"26,600",26600
Lampasas,Texas,1/18/2023,WOAH Poultry,Chicken,70,70
Miner,South Dakota,12/31/2024,WOAH Poultry,Pheasant,"1,500",1500
Teton,Montana,9/15/2022,WOAH Poultry,Poultry,"2,800",2800
St. Clair,Illinois,12/21/2022,WOAH Non-Poultry,Assorted Pet Birds,60,60
Queens,New York,2/5/2025,Live Bird Market,Chicken,520,520
Queens,New York,2/6/2025,Live Bird Market,Chicken,200,200
Miami-dade,Florida,2/8/2024,Live Bird Market,Chicken,"1,500",1500
Hillsborough,Florida,8/20/2024,Live Bird Market,Chicken,880,880
Orange,Florida,9/18/2024,Live Bird Market,Chicken,"2,500",2500
Kings,New York,7/25/2023,Live Bird Market,Chicken,570,570
Durham,North Carolina,11/25/2022,WOAH Non-Poultry,Chicken,30,30
Douglas,Kansas,12/3/2024,WOAH Non-Poultry,Chicken,100,100
Lafayette,Arkansas,12/9/2024,WOAH Non-Poultry,Chicken,40,40
Craighead,Arkansas,12/12/2024,WOAH Non-Poultry,Chicken,10,10
Weld,Colorado,11/14/2024,WOAH Non-Poultry,Chicken,80,80
Pitkin,Colorado,12/6/2024,WOAH Non-Poultry,Chicken,50,50
Alpena,Michigan,2/4/2025,WOAH Non-Poultry,Chicken,8,8
Matanuska Susitna,Alaska,10/28/2023,WOAH Non-Poultry,Chicken,30,30
San Joaquin,California,1/9/2023,WOAH Non-Poultry,Chicken,10,10
Sonoma,California,1/9/2023,WOAH Non-Poultry,Chicken,6,6
San Joaquin,California,2/6/2023,WOAH Non-Poultry,Chicken,8,8
Tulare,California,11/12/2024,WOAH Non-Poultry,Chicken,120,120
Yolo,California,1/23/2025,WOAH Non-Poultry,Chicken,6,6
Weld,Colorado,1/6/2023,WOAH Non-Poultry,Chicken,40,40
Larimer,Colorado,1/20/2023,WOAH Non-Poultry,Chicken,70,70
Pueblo,Colorado,4/12/2023,WOAH Non-Poultry,Chicken,30,30
Montrose,Colorado,11/13/2023,WOAH Non-Poultry,Chicken,50,50
Weld,Colorado,12/13/2023,WOAH Non-Poultry,Chicken,30,30
Duval,Florida,11/16/2023,WOAH Non-Poultry,Chicken,50,50
De Soto,Florida,1/26/2024,WOAH Non-Poultry,Chicken,660,660
Bonneville,Idaho,11/13/2023,WOAH Non-Poultry,Chicken,50,50
Owyhee,Idaho,2/8/2024,WOAH Non-Poultry,Chicken,9,9
Twin Falls,Idaho,7/11/2024,WOAH Non-Poultry,Chicken,30,30
Allen,Indiana,2/23/2024,WOAH Non-Poultry,Chicken,50,50
Mahaska,Iowa,12/20/2023,WOAH Non-Poultry,Chicken,30,30
Doniphan,Kansas,2/13/2023,WOAH Non-Poultry,Chicken,30,30
Mitchell,Kansas,4/10/2023,WOAH Non-Poultry,Chicken,30,30
Barton,Kansas,12/8/2023,WOAH Non-Poultry,Chicken,30,30
Phillips,Kansas,12/26/2024,WOAH Non-Poultry,Chicken,10,10
Anderson,Kansas,12/27/2024,WOAH Non-Poultry,Chicken,40,40
Bossier,Louisiana,12/14/2024,WOAH Non-Poultry,Chicken,40,40
Kennebec,Maine,2/6/2023,WOAH Non-Poultry,Chicken,40,40
Kennebec,Maine,1/25/2024,WOAH Non-Poultry,Chicken,40,40
Plymouth,Massachusetts,1/24/2025,WOAH Non-Poultry,Chicken,30,30
Eaton,Michigan,3/14/2023,WOAH Non-Poultry,Chicken,20,20
Cass,Michigan,11/15/2023,WOAH Non-Poultry,Chicken,20,20
Wayne,Michigan,1/16/2025,WOAH Non-Poultry,Chicken,120,120
Nobles,Minnesota,5/11/2023,WOAH Non-Poultry,Chicken,100,100
Freeborn,Minnesota,11/24/2023,WOAH Non-Poultry,Chicken,8,8
Waseca,Minnesota,12/15/2023,WOAH Non-Poultry,Chicken,90,90
Jackson,Missouri,12/1/2022,WOAH Non-Poultry,Chicken,30,30
Maries,Missouri,3/16/2023,WOAH Non-Poultry,Chicken,10,10
Cedar,Missouri,12/10/2024,WOAH Non-Poultry,Chicken,20,20
Dade,Missouri,12/24/2024,WOAH Non-Poultry,Chicken,90,90
Flathead,Montana,12/16/2022,WOAH Non-Poultry,Chicken,0,0
Missoula,Montana,11/14/2023,WOAH Non-Poultry,Chicken,4,4
Knox,Nebraska,12/2/2022,WOAH Non-Poultry,Chicken,10,10
Scotts Bluff,Nebraska,1/9/2023,WOAH Non-Poultry,Chicken,7,7
Colfax,Nebraska,11/28/2023,WOAH Non-Poultry,Chicken,20,20
San Juan,New Mexico,11/20/2023,WOAH Non-Poultry,Chicken,20,20
Suffolk,New York,1/25/2023,WOAH Non-Poultry,Chicken,10,10
Onondaga,New York,2/23/2024,WOAH Non-Poultry,Chicken,10,10
Mcintosh,North Dakota,11/13/2023,WOAH Non-Poultry,Chicken,50,50
Emmons,North Dakota,11/28/2023,WOAH Non-Poultry,Chicken,60,60
Licking,Ohio,1/18/2023,WOAH Non-Poultry,Chicken,30,30
Garfield,Oklahoma,12/27/2023,WOAH Non-Poultry,Chicken,30,30
Columbia,Oregon,11/23/2022,WOAH Non-Poultry,Chicken,30,30
Wayne,Pennsylvania,2/6/2024,WOAH Non-Poultry,Chicken,360,360
