State,County,Outbreak Date,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Arizona,La Paz,1/10/2025,EA H5,American wigeon,Wild bird,Live bird,NWDP
Washington,Franklin,1/10/2025,EA H5,House sparrow,Wild bird,Agency harvest,NWDP
Washington,Franklin,1/10/2025,EA H5,European starling,Wild bird,Agency harvest,NWDP
Washington,Franklin,1/10/2025,EA H5,European starling,Wild bird,Agency harvest,NWDP
Washington,Franklin,1/10/2025,EA H5,House sparrow,Wild bird,Agency harvest,NWDP
Washington,Franklin,1/10/2025,EA H5,House sparrow,Wild bird,Agency harvest,NWDP
Washington,Franklin,1/10/2025,EA H5,House sparrow,Wild bird,Agency harvest,NWDP
Washington,Franklin,1/10/2025,EA H5,House sparrow,Wild bird,Agency harvest,NWDP
Washington,Franklin,1/10/2025,EA H5,House sparrow,Wild bird,Agency harvest,NWDP
Washington,Franklin,1/10/2025,EA H5,House sparrow,Wild bird,Agency harvest,NWDP
Washington,Franklin,1/10/2025,EA H5,Rock pigeon,Wild bird,Agency harvest,NWDP
Washington,Franklin,1/10/2025,EA H5,European starling,Wild bird,Agency harvest,NWDP
Montana,Big Horn,1/8/2025,EA H5,Common goldeneye,Wild bird,Hunter harvest,NWDP
Iowa,Sioux,1/8/2025,EA H5,House sparrow,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,O'Brien,1/8/2025,EA/AM H5N1,House sparrow,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,O'Brien,1/8/2025,EA/AM H5N1,House sparrow,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,Sioux,1/8/2025,EA H5,House sparrow,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,O'Brien,1/8/2025,EA H5,House sparrow,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,O'Brien,1/8/2025,EA H5,House sparrow,Wild bird,Agency harvest,APHIS Wildlife Services
Utah,Box Elder,1/8/2025,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Pennsylvania,Lehigh,1/6/2025,EA H5,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Ohio,Ottawa,1/6/2025,EA H5N1,American black duck,Wild bird,Live bird,NWDP
Ohio,Ottawa,1/6/2025,EA H5N1,American black duck,Wild bird,Live bird,NWDP
New York,St. Lawrence,1/6/2025,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NY DEC
Virginia,Norfolk City,1/6/2025,EA/AM H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,SCWDS
Virginia,Matthews,1/6/2025,EA/AM H5N1,Horned grebe,Wild bird,Morbidity/Mortality,SCWDS
Virginia,Middlesex,1/6/2025,EA/AM H5N1,Horned grebe,Wild bird,Morbidity/Mortality,SCWDS
Virginia,Northumberland,1/6/2025,EA/AM H5N1,Horned grebe,Wild bird,Morbidity/Mortality,SCWDS
Virginia,Matthews,1/6/2025,EA/AM H5N1,Horned grebe,Wild bird,Morbidity/Mortality,SCWDS
California,Siskiyou,1/6/2025,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Virginia,Essex,1/3/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
California,Monterey,1/3/2025,EA H5,House sparrow,Wild bird,Agency harvest,NWDP
Minnesota,Mille Lacs,1/3/2025,EA H5,Trumpeter swan,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
California,Los Angeles,1/3/2025,EA H5,Canada goose,Wild bird,Morbidity/Mortality,LA Co Dept of Public Health
Montana,Jefferson,1/3/2025,EA H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,MT FWP
New York,Clinton,1/3/2025,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NY DEC
California,San Francisco,1/3/2025,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
New York,Albany,1/3/2025,EA H5N1,American crow,Wild bird,Morbidity/Mortality,NY DEC
Virginia,Surry,1/2/2025,EA H5,Redhead duck,Wild bird,Hunter harvest,NWDP
Virginia,Surry,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Virginia,Surry,1/2/2025,EA H5,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Virginia,Surry,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Virginia,Surry,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Virginia,Surry,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Virginia,Surry,1/2/2025,EA H5,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Virginia,Surry,1/2/2025,EA H5,American black duck,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,1/2/2025,EA H5,Wood duck,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,1/2/2025,EA H5,Wood duck,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,1/2/2025,EA H5,Wood duck,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,1/2/2025,EA H5,Wood duck,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,1/2/2025,EA H5,Wood duck,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,1/2/2025,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,1/2/2025,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,1/2/2025,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,1/2/2025,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Virginia,Virginia Beach,1/2/2025,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Virginia,Virginia Beach,1/2/2025,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Virginia,Virginia Beach,1/2/2025,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Virginia,Virginia Beach,1/2/2025,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Virginia,King William,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Virginia,King William,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Wabaunsee,1/2/2025,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Wabaunsee,1/2/2025,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Wabaunsee,1/2/2025,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Kansas,Wabaunsee,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Wabaunsee,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Wabaunsee,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Wabaunsee,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Wabaunsee,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Wabaunsee,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Wabaunsee,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Wabaunsee,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Skagit,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Skagit,1/2/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Colorado,Bent,1/2/2025,EA H5,Snow goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Mississippi,Jackson,12/31/2024,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NWDP
Illinois,DuPage,12/27/2024,EA H5,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Montana,Big Horn,12/26/2024,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Montana,Big Horn,12/26/2024,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Montana,Big Horn,12/26/2024,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Missouri,Platte,12/26/2024,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Idaho,Jefferson,12/26/2024,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Idaho,Jefferson,12/26/2024,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Idaho,Jefferson,12/26/2024,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Idaho,Jefferson,12/26/2024,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Idaho,Jefferson,12/26/2024,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Dakota,Richland,12/26/2024,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Richland,12/26/2024,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Missouri,Boone,12/26/2024,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Missouri,Boone,12/26/2024,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Missouri,Boone,12/26/2024,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Missouri,Boone,12/26/2024,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Missouri,Boone,12/26/2024,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Missouri,Boone,12/26/2024,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Missouri,Boone,12/26/2024,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Walla Walla,12/26/2024,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Washington,Walla Walla,12/26/2024,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
California,Monterey,12/26/2024,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
Arizona,Mohave,12/26/2024,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
California,Los Angeles,12/23/2024,EA H5,Canada goose,Wild bird,Morbidity/Mortality,LA Co Dept of Public Health
Oregon,Morrow,12/20/2024,EA/AM H5,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,12/20/2024,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,12/20/2024,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,12/20/2024,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,12/20/2024,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Sioux,12/20/2024,EA H5,Rock pigeon,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,Sioux,12/20/2024,EA/AM H5N1,Rock pigeon,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,Sioux,12/20/2024,EA H5,European starling,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,Sioux,12/20/2024,EA/AM H5N1,European starling,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,Sioux,12/20/2024,EA H5,Rock pigeon,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,Sioux,12/20/2024,EA H5,European starling,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,Sioux,12/20/2024,EA/AM H5N1,European starling,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,Sioux,12/20/2024,EA/AM H5N1,European starling,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,Sioux,12/20/2024,EA/AM H5N1,European starling,Wild bird,Agency harvest,APHIS Wildlife Services
Alaska,Matanuska-Susitna,12/20/2024,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,12/20/2024,EA H5,Mallard,Wild bird,Live bird,NWDP
Florida,St. Johns,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Mississippi,Itawamba,12/19/2024,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5 mixed,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/19/2024,EA H5 mixed,Northern shoveler,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/19/2024,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/19/2024,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/19/2024,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/19/2024,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/19/2024,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/19/2024,EA/AM H5N1,Greater white-fronted goose,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/19/2024,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/19/2024,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,12/19/2024,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,12/19/2024,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,12/19/2024,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,12/19/2024,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,12/19/2024,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,12/19/2024,EA/AM H5N1,Bufflehead,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,12/19/2024,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,12/19/2024,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Lake,12/19/2024,EA H5,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Texas,Lynn,12/19/2024,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,El Paso,12/19/2024,EA H5,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Texas,El Paso,12/19/2024,EA H5,Goose (unidentified),Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Georgia,Stewart,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Georgia,Stewart,12/19/2024,EA H5,Common merganser,Wild bird,Hunter harvest,NWDP
Georgia,Stewart,12/19/2024,EA H5,Common merganser,Wild bird,Hunter harvest,NWDP
Georgia,Stewart,12/19/2024,EA H5,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Georgia,Stewart,12/19/2024,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Georgia,Stewart,12/19/2024,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Colorado,Sedgwick,12/19/2024,EA H5,Redhead duck,Wild bird,Hunter harvest,NWDP
Iowa,Marion,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Marion,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Marion,12/19/2024,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Marion,12/19/2024,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Marion,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Marion,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Jackson,12/19/2024,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
Iowa,Marion,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Marion,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Marion,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Marion,12/19/2024,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Iowa,Marion,12/19/2024,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Tama,12/19/2024,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,Eaton,12/19/2024,EA H5,Trumpeter swan,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Utah,Tooele,12/19/2024,EA H5,Eared grebe,Wild bird,Morbidity/Mortality,USGS
Utah,Tooele,12/19/2024,EA H5,Eared grebe,Wild bird,Morbidity/Mortality,USGS
Utah,Tooele,12/19/2024,EA H5,Eared grebe,Wild bird,Morbidity/Mortality,USGS
California,Monterey,12/18/2024,EA/AM H5N1,House sparrow,Wild bird,Agency harvest,NWDP
California,Monterey,12/18/2024,EA/AM H5N1,House sparrow,Wild bird,Agency harvest,NWDP
California,Monterey,12/18/2024,EA H5,Says phoebe,Wild bird,Agency harvest,NWDP
California,Monterey,12/18/2024,EA H5,House finch,Wild bird,Agency harvest,NWDP
California,Monterey,12/18/2024,EA H5,Brewer's blackbird,Wild bird,Agency harvest,NWDP
California,Monterey,12/18/2024,EA/AM H5N1,Brewer's blackbird,Wild bird,Agency harvest,NWDP
California,Monterey,12/18/2024,EA H5,Brewer's blackbird,Wild bird,Agency harvest,NWDP
California,San Diego,12/18/2024,EA/AM H5N1,Western gull,Wild bird,Morbidity/Mortality,Private (non-government) submission
