State,County,Outbreak Date,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Florida,Brevard,12/19/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA/AM H5N1,Lesser scaup,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA/AM H5N1,Lesser scaup,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Mottled duck,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Louisiana,Richland,12/19/2023,EA H5N1,Lesser scaup,Wild bird,Hunter harvest,NWDP
Louisiana,Richland,12/19/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Louisiana,Richland,12/19/2023,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,12/19/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Ohio,Macon,12/19/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Washington,Clark,12/19/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA/AM H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Mottled duck,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Mottled duck,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/19/2023,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Alaska,Juneau,12/19/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Montana,Sheridan,12/18/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MT FWP
Montana,Sheridan,12/18/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,MT FWP
Montana,Sheridan,12/18/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,MT FWP
Kansas,Saline,12/18/2023,EA H5N1,Snow goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Montana,Gallatin,12/18/2023,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,MT FWP
Minnesota,Scott,12/18/2023,EA/AM H5N1,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Iowa,Winnebago,12/18/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Cerro Gordo,12/18/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Arkansas,Monroe,12/18/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,12/17/2023,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,12/17/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,12/17/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,12/17/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,12/17/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Arkansas,Prairie,12/17/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Arkansas,Prairie,12/17/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Arkansas,Prairie,12/17/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Arkansas,Prairie,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Arkansas,Prairie,12/17/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Arkansas,Prairie,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Hancock,12/17/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Iowa,Hancock,12/17/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Illinois,Fulton,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,12/17/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,12/17/2023,EA H5N1,Canvasback,Wild bird,Hunter harvest,NWDP
Oklahoma,Washington,12/17/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Kansas,Montgomery,12/15/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Kansas,Barton,12/15/2023,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,SCWDS
Kansas,Pottawatomie,12/15/2023,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,SCWDS
Kansas,Pottawatomie,12/15/2023,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,SCWDS
Kansas,Pottawatomie,12/15/2023,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,SCWDS
Kansas,Pottawatomie,12/15/2023,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,SCWDS
Kansas,Pottawatomie,12/15/2023,EA H5,Ross's goose,Wild bird,Morbidity/Mortality,SCWDS
Kansas,Pottawatomie,12/15/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Kansas,Pottawatomie,12/15/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Kansas,Pottawatomie,12/15/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Kansas,Pottawatomie,12/15/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Kansas,Pottawatomie,12/15/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Kansas,Mitchell,12/15/2023,EA/AM H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,SCWDS
Arkansas,Arkansas,12/15/2023,EA H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,AR GFC
Oklahoma,Washington,12/15/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Oklahoma,Washington,12/15/2023,EA H5,Northern pintail,Wild bird,Hunter harvest,NWDP
Oklahoma,Washington,12/15/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oklahoma,Washington,12/15/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oklahoma,Washington,12/15/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oklahoma,Washington,12/15/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Lake,12/15/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Lake,12/15/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Utah,Box Elder,12/15/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
South Dakota,Beadle,12/14/2023,EA H5,House sparrow,Wild bird,Agency harvest,APHIS Wildlife Services
Michigan,St. Clair,12/14/2023,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1 mixed,Green-winged teal,Wild bird,Hunter harvest,NWDP
michigan,St. Clair,12/14/2023,EA H5N1 mixed,Northern pintail,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Redhead duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Redhead duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1 mixed,Northern pintail,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5,Wood duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1 mixed,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1 mixed,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5 mixed,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,12/14/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Colorado,Weld,12/13/2023,EA/AM H5N1,Great horned owl,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
California,Sacramento,12/13/2023,EA/AM H5N1,Greater white-fronted goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Marin,12/13/2023,EA H5N1,Glaucous gull,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Butte,12/13/2023,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Mateo,12/13/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Mateo,12/13/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Glenn,12/13/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Butte,12/13/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Butte,12/13/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Butte,12/13/2023,EA/AM H5N1,Greater white-fronted goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Marin,12/13/2023,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Inyo,12/13/2023,EA/AM H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,Private (non-government) submission
South Dakota,Hand,12/13/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SD GFP
South Dakota,Hand,12/13/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SD GFP
Texas,Nueces,12/13/2023,EA H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,Private (non-government) submission
California,Kern,12/13/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
California,Yolo,12/13/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
California,Yolo,12/13/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
California,Yolo,12/13/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
California,Yolo,12/13/2023,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
California,Yolo,12/13/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/13/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/13/2023,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/13/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,12/13/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/13/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/13/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/13/2023,EA H5N1 mixed,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/13/2023,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
California,Yolo,12/13/2023,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
North Carolina,Hyde,12/13/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
North Carolina,Hyde,12/13/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
North Dakota,Benson,12/13/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Dakota,Benson,12/13/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Dakota,Benson,12/13/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Dakota,Benson,12/13/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Dakota,Benson,12/13/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Sioux,12/11/2023,EA/AM H5N1,House sparrow,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,Sioux,12/11/2023,EA/AM H5N1,House sparrow,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,Sioux,12/11/2023,EA/AM H5N1,House sparrow,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,Sioux,12/11/2023,EA/AM H5N1,House sparrow,Wild bird,Agency harvest,APHIS Wildlife Services
Iowa,Sioux,12/11/2023,EA H5N1,House sparrow,Wild bird,Agency harvest,APHIS Wildlife Services
Minnesota,Aitkin,12/5/2023,EA H5N1,Swan (unidentified),Captive wild bird,Morbidity/Mortality,Private (non-government) submission
North Carolina,Hyde,12/5/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
North Carolina,Hyde,12/5/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
North Dakota,Stark,12/4/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,ND Game and Fish
North Dakota,Stark,12/4/2023,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,ND Game and Fish
Colorado,Larimer,12/4/2023,EA H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Larimer,12/4/2023,EA/AM H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
South Dakota,Fall River,12/4/2023,EA/AM H5N1,Wild turkey,Wild bird,Morbidity/Mortality,SD GFP
Colorado,Boulder,12/4/2023,EA/AM H5N1,Common raven,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
California,Santa Clara,12/4/2023,EA/AM H5N1,Greater white-fronted goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Yolo,12/4/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Wyoming,Park,12/4/2023,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,WY GFD
Michigan,Tuscola,12/4/2023,EA/AM H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,MI DNR
Wisconsin,La Crosse,12/4/2023,EA/AM H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,USGS
Wisconsin,La Crosse,12/4/2023,EA/AM H5N1,Tundra swan,Wild bird,Morbidity/Mortality,USGS
Washington,Whitman,12/4/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,WA DFW
Nebraska,Scotts Bluff,12/4/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NE GPC
Nebraska,Scotts Bluff,12/4/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NE GPC
Nebraska,Scotts Bluff,12/4/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NE GPC
Virginia,Surry,12/4/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Virginia,Surry,12/4/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Virginia,Surry,12/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Virginia,Surry,12/4/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Delaware,Kent,12/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/4/2023,EA/AM H5N1,Mottled duck,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/4/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/4/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/4/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/4/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/4/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Wisconsin,Brown,12/4/2023,EA H5N1,Lesser scaup,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/2/2023,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/2/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Washington,Snohomish,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/2/2023,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/2/2023,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
California,Kern,12/2/2023,EA/AM H5N1,Cinnamon teal,Wild bird,Hunter harvest,NWDP
Colorado,Denver,12/2/2023,EA/AM H5N1,Magpie (unidentified),Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Logan,12/2/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CO Parks and Wildlife
Washington,Clark,12/2/2023,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA/AM H5N1 mixed,Green-winged teal,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Washington,Skagit,12/2/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Washington,Skagit,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Skagit,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Skagit,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Skagit,12/2/2023,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Skagit,12/2/2023,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/2/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Colorado,Denver,12/2/2023,EA/AM H5N1,Peregrine falcon,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Douglas,12/2/2023,EA/AM H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Massachusetts,Essex,12/2/2023,EA H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,Tufts University
Maine,York,12/2/2023,EA H5N5,Herring gull,Wild bird,Morbidity/Mortality,Tufts University
Montana,Cascade,12/2/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,MT FWP
Montana,Lincoln,12/2/2023,EA/AM H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,MT FWP
Montana,Lincoln,12/2/2023,EA H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,MT FWP
Montana,Lincoln,12/2/2023,EA H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,MT FWP
Virginia,Waynesboro,12/2/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Virginia,Waynesboro,12/2/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Virginia,Waynesboro,12/2/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Virginia,Waynesboro,12/2/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Wisconsin,Brown,12/2/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Wisconsin,Brown,12/2/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Ohio,Greene,12/2/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Maryland,Baltimore,12/2/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Colorado,Larimer,12/2/2023,EA/AM H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Kansas,Neosho,12/2/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/2/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
